@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Palestine,1/28/2021,157593,597,504.286,1812,4,7.857,30174.299,114.307,96.555,346.943,0.766,1.504,0.92,?,?,?,?,?,?,?,?,?,4421,?,0.846,3958,0.758,0.1274,7.8,'tests performed'
Palestine,1/29/2021,158168,575,515.857,1823,11,7.714,30284.394,110.095,98.771,349.049,2.106,1.477,0.93,?,?,?,?,?,?,?,?,?,4524,?,0.866,4001,0.766,0.1289,7.8,'tests performed'
Palestine,1/30/2021,158559,391,507.571,1831,8,6.857,30359.259,74.865,97.185,350.581,1.532,1.313,0.94,?,?,?,?,?,?,?,?,?,3001,?,0.575,3991,0.764,0.1272,7.9,'tests performed'
Palestine,1/31/2021,158962,403,506.857,1833,2,6,30436.421,77.162,97.048,350.964,0.383,1.149,0.95,?,?,?,?,?,?,?,?,?,3893,?,0.745,3979,0.762,0.1274,7.9,'tests performed'
Palestine,2/1/2021,159443,481,508.429,1840,7,6.286,30528.518,92.097,97.349,352.304,1.34,1.204,0.97,?,?,?,?,?,?,?,?,?,4230,?,0.81,4000,0.766,0.1271,7.9,'tests performed'
Palestine,2/2/2021,159956,513,509,1849,9,6.571,30626.742,98.224,97.458,354.028,1.723,1.258,0.99,?,?,?,?,?,?,?,?,?,4835,?,0.926,4180,0.8,0.1218,8.2,'tests performed'
Palestine,2/3/2021,160426,470,490,1857,8,7,30716.733,89.991,93.82,355.559,1.532,1.34,1.01,?,?,?,?,?,?,?,?,?,4111,?,0.787,4145,0.794,0.1182,8.5,'tests performed'
Palestine,2/4/2021,161087,661,499.143,1865,8,7.571,30843.294,126.562,95.571,357.091,1.532,1.45,1.03,?,?,?,?,?,?,?,?,?,4771,?,0.914,4195,0.803,0.119,8.4,'tests performed'
Palestine,2/5/2021,161559,472,484.429,1867,2,6.286,30933.668,90.374,92.753,357.474,0.383,1.204,1.06,?,?,?,?,?,?,?,?,?,4252,?,0.814,4156,0.796,0.1166,8.6,'tests performed'
Palestine,2/6/2021,162029,470,495.714,1870,3,5.571,31023.659,89.991,94.914,358.049,0.574,1.067,1.08,?,?,?,?,?,?,?,?,?,2875,?,0.55,4138,0.792,0.1198,8.3,'tests performed'
Palestine,2/7/2021,162601,572,519.857,1881,11,6.857,31133.179,109.521,99.537,360.155,2.106,1.313,1.1,?,?,?,?,?,?,?,?,?,4303,?,0.824,4197,0.804,0.1239,8.1,'tests performed'
Palestine,2/8/2021,163213,612,538.571,1888,7,6.857,31250.359,117.18,103.12,361.495,1.34,1.313,1.12,?,?,?,?,?,?,?,?,?,4533,?,0.868,4240,0.812,0.127,7.9,'tests performed'
Palestine,2/9/2021,163975,762,574.143,1897,9,6.857,31396.259,145.9,109.931,363.218,1.723,1.313,1.14,?,?,?,?,?,?,?,?,?,4457,?,0.853,4186,0.801,0.1372,7.3,'tests performed'
Palestine,2/10/2021,164736,761,615.714,1909,12,7.429,31541.967,145.709,117.891,365.516,2.298,1.422,1.16,?,?,?,?,?,?,?,?,?,5204,?,0.996,4342,0.831,0.1418,7.1,'tests performed'
Palestine,2/11/2021,165535,799,635.429,1910,1,6.429,31694.952,152.984,121.665,365.707,0.191,1.231,1.18,?,?,?,?,?,?,?,?,?,5471,?,1.048,4442,0.851,0.1431,7,'tests performed'
Palestine,2/12/2021,166200,665,663,1918,8,7.286,31822.279,127.327,126.944,367.239,1.532,1.395,1.19,?,?,?,?,?,?,?,?,?,5238,?,1.003,4583,0.878,0.1447,6.9,'tests performed'
Palestine,2/13/2021,166800,600,681.571,1930,12,8.571,31937.161,114.882,130.5,369.537,2.298,1.641,1.2,?,?,?,?,?,?,?,?,?,3163,?,0.606,4624,0.885,0.1474,6.8,'tests performed'
Palestine,2/14/2021,167604,804,714.714,1933,3,7.429,32091.103,153.942,136.846,370.111,0.574,1.422,1.21,?,?,?,?,?,?,?,?,?,5177,?,0.991,4749,0.909,0.1505,6.6,'tests performed'
Palestine,2/15/2021,168444,840,747.286,1936,3,6.857,32251.937,160.835,143.083,370.686,0.574,1.313,1.22,?,?,?,?,?,?,?,?,?,5090,?,0.975,4829,0.925,0.1547,6.5,'tests performed'
Palestine,2/16/2021,169487,1043,787.429,1942,6,6.429,32451.64,199.703,150.769,371.834,1.149,1.231,1.23,?,?,?,?,?,?,?,?,?,5510,?,1.055,4979,0.953,0.1582,6.3,'tests performed'
Palestine,2/17/2021,170527,1040,827.286,1948,6,5.571,32650.769,199.129,158.4,372.983,1.149,1.067,1.23,?,?,?,?,?,?,?,?,?,6022,?,1.153,5096,0.976,0.1623,6.2,'tests performed'
Palestine,2/18/2021,171154,627,802.714,1956,8,6.571,32770.821,120.052,153.696,374.515,1.532,1.258,1.23,?,?,?,?,?,?,?,?,?,4427,?,0.848,4947,0.947,0.1623,6.2,'tests performed'
Palestine,2/19/2021,171717,563,788.143,1961,5,6.143,32878.618,107.797,150.906,375.472,0.957,1.176,1.24,?,?,?,?,?,?,?,?,?,3788,?,0.725,4740,0.908,0.1663,6,'tests performed'
Palestine,2/20/2021,172315,598,787.857,1971,10,5.857,32993.117,114.499,150.851,377.387,1.915,1.121,1.27,?,?,?,?,?,?,?,?,?,3618,?,0.693,4805,0.92,0.164,6.1,'tests performed'
Palestine,2/21/2021,173635,1320,861.571,1976,5,6.143,33245.857,252.74,164.965,378.344,0.957,1.176,1.3,?,?,?,?,?,?,?,?,?,5767,?,1.104,4889,0.936,0.1762,5.7,'tests performed'
Palestine,2/22/2021,174969,1334,932.143,1986,10,7.143,33501.278,255.421,178.477,380.259,1.915,1.368,1.32,?,?,?,?,?,?,?,?,?,7182,?,1.375,5188,0.993,0.1797,5.6,'tests performed'
Palestine,2/23/2021,176377,1408,984.286,1994,8,7.429,33770.867,269.589,188.461,381.791,1.532,1.422,1.33,?,?,?,?,?,?,?,?,?,7934,?,1.519,5534,1.06,0.1779,5.6,'tests performed'
Palestine,2/24/2021,177768,1391,1034.429,1999,5,7.286,34037.202,266.334,198.062,382.748,0.957,1.395,1.33,?,?,?,?,?,?,?,?,?,8271,?,1.584,5855,1.121,0.1767,5.7,'tests performed'
Palestine,2/25/2021,179293,1525,1162.714,2008,9,7.429,34329.193,291.991,222.625,384.471,1.723,1.422,1.33,?,?,?,?,?,?,?,?,?,8216,?,1.573,6397,1.225,0.1818,5.5,'tests performed'
Palestine,2/26/2021,180848,1555,1304.429,2019,11,8.286,34626.929,297.736,249.759,386.578,2.106,1.586,1.32,?,?,?,?,?,?,?,?,?,7763,?,1.486,6964,1.333,0.1873,5.3,'tests performed'
Palestine,2/27/2021,181909,1061,1370.571,2025,6,7.714,34830.078,203.149,262.423,387.726,1.149,1.477,1.31,?,?,?,?,?,?,?,?,?,5600,?,1.072,7248,1.388,0.1891,5.3,'tests performed'
Palestine,2/28/2021,183612,1703,1425.286,2042,17,9.429,35156.151,326.073,272.899,390.981,3.255,1.805,1.31,?,?,?,?,?,?,?,?,?,9101,?,1.743,7724,1.479,0.1845,5.4,'tests performed'
Palestine,3/1/2021,185336,1724,1481,2058,16,10.286,35486.245,330.094,283.567,394.045,3.064,1.969,1.3,?,?,?,?,?,?,?,?,?,9462,?,1.812,8050,1.541,0.184,5.4,'tests performed'
Palestine,3/2/2021,187309,1973,1561.714,2063,5,9.857,35864.015,377.77,299.021,395.002,0.957,1.887,1.29,?,?,?,?,?,?,?,?,?,9587,?,1.836,8286,1.587,0.1885,5.3,'tests performed'
Palestine,3/3/2021,189326,2017,1651.143,2078,15,11.286,36250.21,386.195,316.144,397.874,2.872,2.161,1.27,?,?,?,?,?,?,?,?,?,9437,?,1.807,8452,1.618,0.1954,5.1,'tests performed'
Palestine,3/4/2021,191203,1877,1701.429,2091,13,11.857,36609.598,359.389,325.772,400.363,2.489,2.27,1.25,?,?,?,?,?,?,?,?,?,9186,?,1.759,8591,1.645,0.198,5,'tests performed'
Palestine,3/5/2021,193029,1826,1740.143,2110,19,13,36959.222,349.624,333.185,404.001,3.638,2.489,1.23,?,?,?,?,?,?,?,?,?,9357,?,1.792,8819,1.689,0.1973,5.1,'tests performed'
Palestine,3/6/2021,194548,1519,1805.571,2127,17,14.571,37250.065,290.843,345.712,407.256,3.255,2.79,1.22,?,?,?,?,?,?,?,?,?,6763,?,1.295,8985,1.72,0.201,5,'tests performed'
Palestine,3/7/2021,196812,2264,1885.714,2140,13,14,37683.553,433.488,361.057,409.745,2.489,2.681,1.2,?,?,?,?,?,?,?,?,?,7825,?,1.498,8802,1.685,0.2142,4.7,'tests performed'
Palestine,3/8/2021,198554,1742,1888.286,2157,17,14.143,38017.093,333.54,361.55,413,3.255,2.708,1.17,?,?,?,?,?,?,?,?,?,8539,?,1.635,8671,1.66,0.2178,4.6,'tests performed'
Palestine,3/9/2021,200382,1828,1867.571,2170,13,15.286,38367.1,350.007,357.584,415.489,2.489,2.927,1.15,?,?,?,?,?,?,?,?,?,7905,?,1.514,8430,1.614,0.2215,4.5,'tests performed'
Palestine,3/10/2021,202378,1996,1864.571,2193,23,16.429,38749.273,382.174,357.009,419.893,4.404,3.146,1.14,?,?,?,?,?,?,?,?,?,9035,?,1.73,8373,1.603,0.2227,4.5,'tests performed'
Palestine,3/11/2021,203669,1291,1780.857,2211,18,17.143,38996.461,247.188,340.98,423.34,3.446,3.282,1.13,?,?,?,?,?,?,?,?,?,6888,?,1.319,8045,1.54,0.2214,4.5,'tests performed'
Palestine,3/12/2021,205652,1983,1803.286,2228,17,16.857,39376.145,379.685,345.275,426.595,3.255,3.228,1.13,?,?,?,?,?,?,?,?,?,9107,?,1.744,8009,1.533,0.2252,4.4,'tests performed'
Palestine,3/13/2021,207436,1784,1841.143,2255,27,18.286,39717.728,341.582,352.523,431.764,5.17,3.501,1.12,?,?,?,?,?,?,?,?,?,5424,?,1.039,7818,1.497,0.2355,4.2,'tests performed'
Palestine,3/14/2021,209304,1868,1784.571,2268,13,18.286,40075.393,357.666,341.692,434.253,2.489,3.501,1.12,?,?,?,?,?,?,?,?,?,9623,?,1.843,8074,1.546,0.221,4.5,'tests performed'
Palestine,3/15/2021,211602,2298,1864,2293,25,19.429,40515.391,439.998,356.9,439.04,4.787,3.72,1.11,?,?,?,?,?,?,?,?,?,11118,?,2.129,8443,1.617,0.2208,4.5,'tests performed'
Palestine,3/16/2021,213791,2189,1915.571,2314,21,20.571,40934.518,419.127,366.774,443.061,4.021,3.939,1.1,?,?,?,?,?,?,?,?,?,9658,?,1.849,8693,1.664,0.2204,4.5,'tests performed'
Palestine,3/17/2021,215984,2193,1943.714,2343,29,21.429,41354.411,419.893,372.163,448.614,5.553,4.103,1.09,?,?,?,?,?,?,?,?,?,10669,?,2.043,8927,1.709,0.2177,4.6,'tests performed'
Palestine,3/18/2021,218061,2077,2056,2358,15,21,41752.094,397.683,393.662,451.486,2.872,4.021,1.08,?,?,?,?,?,?,?,?,?,9863,?,1.888,9352,1.791,0.2198,4.5,'tests performed'
Palestine,3/19/2021,219912,1851,2037.143,2379,21,21.571,42106.505,354.411,390.051,455.507,4.021,4.13,1.07,?,?,?,?,?,?,?,?,?,9890,?,1.894,9464,1.812,0.2153,4.6,'tests performed'
Palestine,3/20/2021,221391,1479,1993.571,2406,27,21.571,42389.689,283.184,381.709,460.676,5.17,4.13,1.06,?,?,?,?,?,?,?,?,?,6570,?,1.258,9627,1.843,0.2071,4.8,'tests performed'
Palestine,3/21/2021,223638,2247,2047.714,2427,21,22.714,42819.921,430.233,392.075,464.697,4.021,4.349,1.06,?,?,?,?,?,?,?,?,?,10340,?,1.98,9730,1.863,0.2105,4.8,'tests performed'
Palestine,3/22/2021,225976,2338,2053.429,2458,31,23.571,43267.578,447.656,393.17,470.633,5.936,4.513,1.05,?,?,?,?,?,?,?,?,?,10873,?,2.082,9695,1.856,0.2118,4.7,'tests performed'
Palestine,3/23/2021,228044,2068,2036.143,2478,20,23.429,43663.537,395.96,389.86,474.462,3.829,4.486,1.04,?,?,?,?,?,?,?,?,?,7774,?,1.488,9426,1.805,0.216,4.6,'tests performed'
Palestine,3/24/2021,230076,2032,2013.143,2501,23,22.571,44052.604,389.067,385.456,478.866,4.404,4.322,1.03,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,'tests performed'
Palestine,3/25/2021,232038,1962,1996.714,2521,20,23.286,44428.267,375.664,382.31,482.695,3.829,4.459,1.02,?,?,?,?,?,?,?,?,?,8563,?,1.64,?,?,?,?,'tests performed'
Palestine,3/26/2021,233549,1511,1948.143,2537,16,22.571,44717.578,289.311,373.011,485.759,3.064,4.322,1.01,?,?,?,?,?,?,?,?,?,6625,?,1.268,?,?,?,?,'tests performed'
Palestine,3/27/2021,234748,1199,1908.143,2557,20,21.571,44947.151,229.572,365.352,489.588,3.829,4.13,1.01,?,?,?,?,?,?,?,?,?,5693,?,1.09,?,?,?,?,'tests performed'
Palestine,3/28/2021,236462,1714,1832,2581,24,22,45275.33,328.179,350.773,494.184,4.595,4.212,1.02,?,?,?,?,?,?,?,?,?,7251,?,1.388,?,?,?,?,'tests performed'
Palestine,3/29/2021,238248,1786,1753.143,2599,18,20.143,45617.295,341.965,335.674,497.63,3.446,3.857,1.03,?,?,?,?,?,?,?,?,?,8341,?,1.597,?,?,?,?,'tests performed'
Palestine,3/30/2021,240065,1817,1717.286,2614,15,19.429,45965.195,347.901,328.808,500.502,2.872,3.72,1.04,?,?,?,?,?,?,?,?,?,8433,?,1.615,?,?,?,?,'tests performed'
Palestine,3/31/2021,242353,2288,1753.857,2627,13,18,46403.278,438.083,335.811,502.991,2.489,3.446,1.05,?,?,?,?,?,?,?,?,?,9412,?,1.802,7760,1.486,0.226,4.4,'tests performed'
Palestine,4/1/2021,244645,2292,1801,2645,18,17.714,46842.127,438.849,344.837,506.438,3.446,3.392,1.06,?,?,?,?,?,?,?,?,?,9065,?,1.736,7831,1.499,0.23,4.3,'tests performed'
Palestine,4/2/2021,246893,2248,1906.286,2661,16,17.714,47272.551,430.424,364.996,509.501,3.064,3.392,1.07,?,?,?,?,?,?,?,?,?,9177,?,1.757,8196,1.569,0.2326,4.3,'tests performed'
Palestine,4/3/2021,248482,1589,1962,2681,20,17.714,47576.797,304.245,375.664,513.331,3.829,3.392,1.08,?,?,?,?,?,?,?,?,?,5582,?,1.069,8180,1.566,0.2399,4.2,'tests performed'
Palestine,4/4/2021,251288,2806,2118,2706,25,17.857,48114.061,537.264,405.533,518.117,4.787,3.419,1.08,?,?,?,?,?,?,?,?,?,8770,?,1.679,8397,1.608,0.2522,4,'tests performed'
Palestine,4/5/2021,253922,2634,2239.143,2716,10,16.714,48618.392,504.331,428.728,520.032,1.915,3.2,1.07,?,?,?,?,?,?,?,?,?,10464,?,2.004,8700,1.666,0.2574,3.9,'tests performed'
Palestine,4/6/2021,256461,2539,2342.286,2735,19,17.286,49104.534,486.142,448.477,523.67,3.638,3.31,1.06,?,?,?,?,?,?,?,?,?,9259,?,1.773,8818,1.688,0.2656,3.8,'tests performed'
Palestine,4/7/2021,259133,2672,2397.143,2753,18,18,49616.141,511.607,458.98,527.116,3.446,3.446,1.05,?,?,?,?,?,?,?,?,?,9107,?,1.744,8775,1.68,0.2732,3.7,'tests performed'
Palestine,4/8/2021,262017,2884,2481.714,2781,28,19.429,50168.34,552.199,475.173,532.477,5.361,3.72,1.03,?,?,?,?,?,?,?,?,?,10054,?,1.925,8916,1.707,0.2783,3.6,'tests performed'
Palestine,4/9/2021,264395,2378,2500.286,2812,31,21.571,50623.655,455.315,478.729,538.413,5.936,4.13,1.01,?,?,?,?,?,?,?,?,?,8012,?,1.534,8750,1.675,0.2857,3.5,'tests performed'
